organism,mol_type,isolate,isolation_source,host,db_xref,country,date,strain,file,accession,collected_by,note,lat_lon,clone,chromosome,identified_by,lab_host,md5sum,file_name,guid,file_size
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USAWA-UW422/2020,,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USAWA-UW422/2020-MT293187.gb,MT293187.gb,MT293187,,,,,,,,25610a605163f9b641c9dc95df400d9a,MT293187.gb,dg.63D5/b1538f85-7b31-4ff1-ae13-f67cf3012a36,65917
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USAWA-UW453/2020,,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USAWA-UW453/2020-MT293216.gb,MT293216.gb,MT293216,,,,,,,,e8e9537bab4d38ede7996229ee7ea1e3,MT293216.gb,dg.63D5/8ac3c1a8-34ee-4f4c-ad38-6d1c0c9e65e1,65906
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC139b/2020,,Homo sapiens,taxon:2697049,India,2020-05-24,SARS-CoV-2/human/IND/GBRC139b/2020-MT560670.gb,MT560670.gb,MT560670,,,,CAW15b,,,,4836e795b7df1d0f311e1f6e1dd8be77,MT560670.gb,dg.63D5/e205a10b-e5b8-4e29-8673-428029329335,66972
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00177/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/MA_MGH_00177/2020-MT520284.gb,MT520284.gb,MT520284,Massachusetts General Hospital,,,,,,,a2cffc1b5c7f639a508e960a7395c3c3,MT520284.gb,dg.63D5/d375d040-e0b8-456f-be9a-dc82e5b0bd6f,67563
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-02235/2020,,Homo sapiens,taxon:2697049,USA,2020-04-15,SARS-CoV-2/human/USA/UT-02235/2020-MT444630.gb,MT444630.gb,MT444630,,,,,,,,31efcf997f1908f750db8dd5ab2f15ba,MT444630.gb,dg.63D5/bd345386-9715-479d-8763-e7de3792dbdd,66283
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW191/2020,,Homo sapiens,taxon:2697049,USA,2020-03-13,SARS-CoV-2/human/USA/WA-UW191/2020-MT252696.gb,MT252696.gb,MT252696,,,,,,,,9699d6410457351d42338c2e4d123e47,MT252696.gb,dg.63D5/c646ab69-86ea-4395-87ff-64a1f2994f75,65837
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW269/2020,,Homo sapiens,taxon:2697049,USA,2020-03-16,SARS-CoV-2/human/USA/WA-UW269/2020-MT259261.gb,MT259261.gb,MT259261,,,,,,,,b4a81bee5c506ccfc7efc320cf97838b,MT259261.gb,dg.63D5/b170f181-acb1-46fd-8e28-24961c93c866,55920
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW64/2020,,Homo sapiens,taxon:2697049,USA,2020-03-09,SARS-CoV-2/human/USA/WA-UW64/2020-MT252787.gb,MT252787.gb,MT252787,,,,,,,,5a7e12451cc7f902f2e8b28c5cfec505,MT252787.gb,dg.63D5/c3f4b07c-bdcc-4eda-b376-1c03aa2b0299,65713
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00019/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/MA_MGH_00019/2020-MT520395.gb,MT520395.gb,MT520395,Massachusetts General Hospital,,,,,,,f48e965ba1ef43db1ab6e2a381b81e85,MT520395.gb,dg.63D5/79435186-79df-415f-b01f-a1a8d98700ba,68120
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/ESP/Valencia8/2020,naso-pharyngeal exudate,Homo sapiens,taxon:2697049,Spain,2020-03-04,SARS-CoV-2/human/ESP/Valencia8/2020-MT233523.gb,MT233523.gb,MT233523,,,,,,,,5607627f33a3fcc7d00e4b30edd9d34c,MT233523.gb,dg.63D5/47586d5c-6b3e-41fe-8296-c052dcc249e4,56243
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/SC-NHRC-03/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/SC-NHRC-03/2020-MT459990.gb,MT459990.gb,MT459990,,,,,,,,bcf81f1d54e5d8f951fbf4a9392aa452,MT459990.gb,dg.63D5/89227e14-b5f0-401b-971f-4ea44a2866bb,66224
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/IL_1375/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-01,SARS-CoV-2/human/USA/IL_1375/2020-MT304483.gb,MT304483.gb,MT304483,,5' sequence is the primer sequence used,,,,,,2d51b9ffeb91a1f19121ed31df694b2a,MT304483.gb,dg.63D5/06d70312-9656-4e35-94c6-3394f40c1fea,66314
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/GA-CDC-2059/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-07,SARS-CoV-2/human/USA/GA-CDC-2059/2020-MT512425.gb,MT512425.gb,MT512425,,,,,,,,8ad43f5bff1758eb3c8931acbf94775c,MT512425.gb,dg.63D5/99258825-99d0-4001-9910-5277329c4af9,66204
Severe acute respiratory syndrome coronavirus 2,genomic RNA,USA/MN3-MDH3/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-09,USA/MN3-MDH3/2020-MT188339.gb,MT188339.gb,MT188339,,,,,,,,30762f0fe0f906d367e53afa453ba180,MT188339.gb,dg.63D5/ac821e93-66a5-4a74-abf5-fbf55924b43b,55770
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1221/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-01,SARS-CoV-2/human/AUS/VIC1221/2020-MT451811.gb,MT451811.gb,MT451811,,,,,,,,035773da4ef4b1b3b92594f957b18e4a,MT451811.gb,dg.63D5/4fd46e54-ec1d-4e13-a0be-9cfc6c549b6d,67408
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/MYS/188407/2020,nasopharyngeal/throat swab,Homo sapiens,taxon:2697049,Malaysia,2020-03-18,SARS-CoV-2/human/MYS/188407/2020-MT372480.gb,MT372480.gb,MT372480,,EPI_ISL_417918,,,,,,11f3a5d6d140288f7d76c6428409482a,MT372480.gb,dg.63D5/6304f3d3-6616-4bd9-9787-56ab531bec7b,66010
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/USA-WA_0418/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/USA-WA_0418/2020-MT350268.gb,MT350268.gb,MT350268,,5' sequence is the primer sequence used,,,,,,f254abf0588243d3d09d0f23dd863a83,MT350268.gb,dg.63D5/7cfa4755-c9f2-4271-9d01-45afd74ef75c,66254
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW370/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW370/2020-MT263450.gb,MT263450.gb,MT263450,,,,,,,,26a5022d56677963fe0971600f61feaa,MT263450.gb,dg.63D5/d616a273-43cb-4932-9550-771d00f275b1,62946
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08429/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/NY-PV08429/2020-MT370917.gb,MT370917.gb,MT370917,,passage_history: sequence was derived directly from the original sample material,,,,,,f583313de48fdd27ef4d10aecf0b7ef8,MT370917.gb,dg.63D5/803be080-b520-4f26-9885-87516a1aeab0,66974
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1042/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-03,SARS-CoV-2/human/AUS/VIC1042/2020-MT451712.gb,MT451712.gb,MT451712,,,,,,,,a38eca18fd933f4b395f83bd98fe4084,MT451712.gb,dg.63D5/e013e274-8fcb-4d53-8f61-65e73ccddee4,66854
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC689/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-29,SARS-CoV-2/human/AUS/VIC689/2020-MT451483.gb,MT451483.gb,MT451483,,,,,,,,ab1dce21b90795144e9d2958109069d9,MT451483.gb,dg.63D5/9fb7f34f-b968-468f-a93a-cafc581ea568,67424
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3812/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/WA-UW-3812/2020-MT358676.gb,MT358676.gb,MT358676,,,,,,,,9c2f57a94f8f3e334648e7e1ae61ae78,MT358676.gb,dg.63D5/a233caf2-5b0c-4ae9-85e0-2dca00c467d3,65215
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC960/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC960/2020-MT451652.gb,MT451652.gb,MT451652,,,,,,,,b95758a821cdd3ff8656ee434588664c,MT451652.gb,dg.63D5/0525340d-b0eb-4613-9024-af6b54a5bfec,67346
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3990/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USA/WA-UW-3990/2020-MT358736.gb,MT358736.gb,MT358736,,,,,,,,c87da159eec9e79be1f346d36ebab679,MT358736.gb,dg.63D5/b9868068-c7e8-4ce8-8546-329ad03cb0fa,64935
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08148/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/NY-PV08148/2020-MT370857.gb,MT370857.gb,MT370857,,passage_history: sequence was derived directly from the original sample material,,,,,,f5a73fc7b534c67f2912a1d1a3615898,MT370857.gb,dg.63D5/b306fe60-c498-402e-8763-e9c56f9abde9,66998
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20349/2020,,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USA/MI-MDHHS-SC20349/2020-MT509695.gb,MT509695.gb,MT509695,,,,,,,,fc7a133a29c800c3566198fb09daa671,MT509695.gb,dg.63D5/2c10e375-8eeb-45ff-825e-a6ebfee076d5,66630
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC99/2020,,Homo sapiens,taxon:2697049,India,2020-05-06,SARS-CoV-2/human/IND/GBRC99/2020-MT509504.gb,MT509504.gb,MT509504,,,,,,,,d609815cf527d520ba01d0ed8011f75d,MT509504.gb,dg.63D5/4b39a485-50be-47ce-b843-debbd034696f,66864
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10009EE/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10009EE/2020-MT470142.gb,MT470142.gb,MT470142,,,,,,,,c7824b985064374209a7fd5f655b3a54,MT470142.gb,dg.63D5/ed2b735f-afb8-41d7-8a70-a9d70c2f28c3,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_008/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,Bangladesh,2020-05-21,SARS-CoV-2/human/BGD/BCSIR_NILMRC_008/2020-MT539160.gb,MT539160.gb,MT539160,,,,,,,,29797eba11730772184718406b525783,MT539160.gb,dg.63D5/78b58fff-12d2-4d59-a49f-5cf73d52628e,66126
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/HKG/HKU-911a/2020,nasopharyngeal aspirate/throat swab,Homo sapiens,taxon:2697049,Hong Kong,2020-01-30,SARS-CoV-2/human/HKG/HKU-911a/2020-MT365029.gb,MT365029.gb,MT365029,,,,,,,,3052137c45de7b4714a598d0eb19e412,MT365029.gb,dg.63D5/18b077b0-207c-4b20-a77e-28245eb6700a,65990
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0049/2020,,Homo sapiens,taxon:2697049,USA,2020-03-01,SARS-CoV-2/human/USA/VA-DCLS-0049/2020-MT350239.gb,MT350239.gb,MT350239,,,,,,,,a8809468687e39f74153bdcf55592e61,MT350239.gb,dg.63D5/f2494aaf-ce10-44b5-af07-9f1baf0cb9bb,65938
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW321/2020,,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/WA-UW321/2020-MT263401.gb,MT263401.gb,MT263401,,,,,,,,609d022ffd53ecf05cae9b84480b765b,MT263401.gb,dg.63D5/949859aa-1a32-477d-a79f-13137b00fe7c,62377
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00010/2020,,Homo sapiens,taxon:2697049,USA,2020-03-10,SARS-CoV-2/human/USA/UT-00010/2020-MT334529.gb,MT334529.gb,MT334529,,,,,,,,a4e45c6749139fe659d3588b917810c1,MT334529.gb,dg.63D5/b87ad53a-3ee4-413e-97f9-f92c96a618e3,65912
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1272/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-13,SARS-CoV-2/human/AUS/VIC1272/2020-MT451840.gb,MT451840.gb,MT451840,,,,,,,,79cefe9f7b00b3fc210fce7c2a6f4c92,MT451840.gb,dg.63D5/d524ba7c-a6ae-4976-9b8d-44e16635dcb3,67259
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1104/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-07,SARS-CoV-2/human/AUS/VIC1104/2020-MT451743.gb,MT451743.gb,MT451743,,,,,,,,a8df5a78190799013dcf5961efb0ef06,MT451743.gb,dg.63D5/39115cd0-7f6b-408f-a69d-843a9636b19a,67267
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09077/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/NY-PV09077/2020-MT370946.gb,MT370946.gb,MT370946,,passage_history: sequence was derived directly from the original sample material,,,,,,2cf1cdc52e87a307e8e65080f783c118,MT370946.gb,dg.63D5/280a6040-7302-4229-85ed-fbfdc3bdd848,66812
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW232/2020,,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/WA-UW232/2020-MT246489.gb,MT246489.gb,MT246489,,,,,,,,335caa8cea3de100408f4eab01d4c2cc,MT246489.gb,dg.63D5/9ed610cd-45e7-4677-a878-7ce035833f4d,55932
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC862/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-05,SARS-CoV-2/human/AUS/VIC862/2020-MT451603.gb,MT451603.gb,MT451603,,,,,,,,ce3e1d20e1b7b5e4b6a04a959081220b,MT451603.gb,dg.63D5/71483af7-cf0f-417f-80ee-11d721dc4d9a,66852
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC848/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-04,SARS-CoV-2/human/AUS/VIC848/2020-MT451592.gb,MT451592.gb,MT451592,,,,,,,,a0f269069890683712e653b9c81ada43,MT451592.gb,dg.63D5/f72a180a-d29e-4ab7-b15d-82f57bb5a6fb,66852
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20164/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/MI-MDHHS-SC20164/2020-MT439295.gb,MT439295.gb,MT439295,,,,,,,,19daff084642c95d1a603461e0619a78,MT439295.gb,dg.63D5/0ac89b9a-fc70-431d-b6cc-bf9bebc3fac8,65939
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10048SA/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10048SA/2020-MT470113.gb,MT470113.gb,MT470113,,,,,,,,ccdd0dfb3ecb56fc11e7d8571c41ed6d,MT470113.gb,dg.63D5/6b37f054-f1d8-4f15-a931-fbc85aea5a01,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00257/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/MA_MGH_00257/2020-MT520479.gb,MT520479.gb,MT520479,Massachusetts General Hospital,,,,,,,3f8813edd5080e57897b643c1d70fc59,MT520479.gb,dg.63D5/51d51dac-ca66-4af9-a95b-25fb81482fc0,67523
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC613/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC613/2020-MT451421.gb,MT451421.gb,MT451421,,,,,,,,7c3d9a42f43d724daab7d8beacb964d2,MT451421.gb,dg.63D5/91aee120-99ea-406a-86da-cbf6c9c0c387,67424
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-SCCPHD-UC35/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-08,SARS-CoV-2/human/USA/CA-SCCPHD-UC35/2020-MT419859.gb,MT419859.gb,MT419859,,,,,,,,05cb93db6e8ee50e0a4ff788f2950c1c,MT419859.gb,dg.63D5/ff8aedf6-ac5e-4ad7-8295-3e7a066eaab7,67694
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20214/2020,,Homo sapiens,taxon:2697049,USA,2020-04-22,SARS-CoV-2/human/USA/MI-MDHHS-SC20214/2020-MT506698.gb,MT506698.gb,MT506698,,,,,,,,e46516b51010615500b9a2779f2f5286,MT506698.gb,dg.63D5/d2091f00-4c16-4838-8f96-9b9983f4685a,66415
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/CHN/CN2/2020,,Homo sapiens,taxon:2697049,China,2020-01-22,SARS-CoV-2/human/CHN/CN2/2020-MT407650.gb,MT407650.gb,MT407650,,vero,,,,,,0049cdd48cdd6453402ed209c1523e50,MT407650.gb,dg.63D5/17059db4-d45c-4392-97ff-6bcdaa3ecb78,66533
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20145/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/MI-MDHHS-SC20145/2020-MT439266.gb,MT439266.gb,MT439266,,,,,,,,56d0aeb0d043c7f07d2567c1a85b34c2,MT439266.gb,dg.63D5/a88ac45e-c893-4311-8b38-153600a2b59e,66533
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC798/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-01,SARS-CoV-2/human/AUS/VIC798/2020-MT451561.gb,MT451561.gb,MT451561,,,,,,,,9a651564326c9ddf400b1604903b27ce,MT451561.gb,dg.63D5/faab5afd-e6fd-4185-86fa-9244f48b507f,67283
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-2208/2020,,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/WA-UW-2208/2020-MT345865.gb,MT345865.gb,MT345865,,,,,,,,aa7a2fb94c0de61b07dd7fa112a8d920,MT345865.gb,dg.63D5/19886ca8-9c43-48db-9777-8872fabf76b4,65921
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00271/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/MA_MGH_00271/2020-MT520539.gb,MT520539.gb,MT520539,Massachusetts General Hospital,,,,,,,11727f2b6cf55f9b3d7b62a3fdea484d,MT520539.gb,dg.63D5/ef0ecf1b-de64-4386-960d-436e3c048c6b,67542
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC672/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC672/2020-MT451470.gb,MT451470.gb,MT451470,,,,,,,,ad1ad77df1d9c88ae1f17aa4a74b960c,MT451470.gb,dg.63D5/f5a7e672-c5b6-47d7-bb6f-2e66c2cd66f1,66849
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20268/2020,,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/MI-MDHHS-SC20268/2020-MT506558.gb,MT506558.gb,MT506558,,,,,,,,df82c9851a18bc596221cadae7517a4c,MT506558.gb,dg.63D5/daed1e4f-3943-48fa-a311-5215b339f245,66558
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3832/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/WA-UW-3832/2020-MT358685.gb,MT358685.gb,MT358685,,,,,,,,bc07657a01801966e392fb54ea698c91,MT358685.gb,dg.63D5/841b7caf-fc99-4fbe-be3a-caa48099aa30,64892
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00416/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-07,SARS-CoV-2/human/USA/MA_MGH_00416/2020-MT520428.gb,MT520428.gb,MT520428,Massachusetts General Hospital,,,,,,,a1cc03881afacf737ca4fcab123d62e4,MT520428.gb,dg.63D5/170abe3c-ec6a-4525-a325-0efe1b5d9420,67554
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/THA/SI202769-NT/2020,nasopharyngeal swab and throat swab,Homo sapiens,taxon:2697049,Thailand,2020-02-25,SARS-CoV-2/human/THA/SI202769-NT/2020-MT447164.gb,MT447164.gb,MT447164,,,,,,,,532fbe87afeae4626784c0a292036125,MT447164.gb,dg.63D5/393982b2-6769-4ef9-a2fa-44f41518bc26,66617
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20179/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/MI-MDHHS-SC20179/2020-MT439237.gb,MT439237.gb,MT439237,,,,,,,,30e602756d2b80a2f4f1501d7f9f25a2,MT439237.gb,dg.63D5/ca1a68b5-3c4c-43be-84cc-18d0fb8d5610,65977
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/LA-BIE-080/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/LA-BIE-080/2020-MT446348.gb,MT446348.gb,MT446348,Ochsner Health,,,,,,,17e966fc37e686d06c633978e9adb612,MT446348.gb,dg.63D5/f9b6d8fb-05af-4a90-9fea-207723a4e594,66003
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC763/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-30,SARS-CoV-2/human/AUS/VIC763/2020-MT451530.gb,MT451530.gb,MT451530,,,,,,,,5a1e9d771cdfa9a60fa403c54f70a3ad,MT451530.gb,dg.63D5/ee6dd28a-5051-43bc-8910-a11102a4fbeb,67192
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-2240/2020,,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/WA-UW-2240/2020-MT345834.gb,MT345834.gb,MT345834,,,,,,,,86268437c35281879918629492cd0cc3,MT345834.gb,dg.63D5/22b4aaec-2179-43ba-9a34-38f682bafbd9,65968
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC932/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-31,SARS-CoV-2/human/AUS/VIC932/2020-MT451637.gb,MT451637.gb,MT451637,,,,,,,,2d0f2a66818d952576d909462ae6ef09,MT451637.gb,dg.63D5/8ffecd7f-6391-44d0-bfcd-78fed4e40e04,67266
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08139/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/NY-PV08139/2020-MT370832.gb,MT370832.gb,MT370832,,passage_history: sequence was derived directly from the original sample material,,,,,,f4d5d4572536078a2c1a884937220abb,MT370832.gb,dg.63D5/314c41fe-b896-4225-acb9-66eb2cd710a2,67573
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10069NM/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10069NM/2020-MT470127.gb,MT470127.gb,MT470127,,,,,,,,84e8d76367e63b205b52b6f7cefb63ad,MT470127.gb,dg.63D5/634f9fcf-df28-4682-bbe0-ed5e2dfba47b,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/AK040/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/AK040/2020-MT477844.gb,MT477844.gb,MT477844,,,,,,,,f2e23e91f00320b649ad3a789a40a6bd,MT477844.gb,dg.63D5/af6e87ab-02a5-4397-8c3c-ee7c45019be7,65895
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC10/2020,,Homo sapiens,taxon:2697049,India,2020-04-24,SARS-CoV-2/human/IND/GBRC10/2020-MT451874.gb,MT451874.gb,MT451874,,Surat 2,,,,,,fe1873bb14394fc407a4ad08efd74feb,MT451874.gb,dg.63D5/18427d13-eefc-4136-bc02-53816acc502c,66361
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW355/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW355/2020-MT263435.gb,MT263435.gb,MT263435,,,,,,,,fd1b98ac7af7670c56fda8fc138bc05d,MT263435.gb,dg.63D5/1da01be2-3a09-4f26-bb47-2c5602856698,63001
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UF-9/2020,nasal swab specimen,Homo sapiens,taxon:2697049,USA,2020-04-29,SARS-CoV-2/human/USA/UF-9/2020-MT477904.gb,MT477904.gb,MT477904,,Vero E6 cells,,,,,,eba1cafff4de9217dae8f9aecc6bb0b1,MT477904.gb,dg.63D5/f46c8fb5-c1e8-49ae-9996-26e2067a7585,66554
